Title,Catalog Title,Identifier,Description,Subjects,Creator,Neighborhood,Date,Decade,Publisher,Publisher Location (NDNP),Volume,Issue,Volume/Issue,Edition Label,Notes,Physical Measurements,Digitization Specifications,File Format,Collection,Contributing Institution,Rights and Reproduction,Copyright Status,Type,Local Type,Source,Digital Tech,Language,Title [NDNP],LCCN,Pages,Directory Name,File Name,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,CONTENTdm number,CONTENTdm file name,Fullsize,Medium
"Jewish Transcript, v. 5, no. 5, Apr. 6, 1928",The Jewish Transcript,spl_jt_3018328_05_05,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,04/06/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,5,5005,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 243,357,634 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/514,514,515.cpd,/p16118coll10/image/515.cpd,506,507.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/514/type/compoundobject/show/506/cpdtype/document/filename/507.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/514/type/compoundobject/show/506/cpdtype/document/filename/507.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 6, Apr. 13, 1928",The Jewish Transcript,spl_jt_3018328_05_06,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,04/13/1958,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,6,5006,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 243,814,922 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/523,523,524.cpd,/p16118coll10/image/524.cpd,515,516.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/523/type/compoundobject/show/515/cpdtype/document/filename/516.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/523/type/compoundobject/show/515/cpdtype/document/filename/516.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 7, Apr. 20, 1928",The Jewish Transcript,spl_jt_3018328_05_07,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,04/20/1924,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,7,5007,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 245,395,819 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,11/8/15,11/8/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/532,532,533.cpd,/p16118coll10/image/533.cpd,524,525.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/532/type/compoundobject/show/524/cpdtype/document/filename/525.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/532/type/compoundobject/show/524/cpdtype/document/filename/525.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 8, Apr. 27, 1928",The Jewish Transcript,spl_jt_3018328_05_08,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,04/27/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,8,5008,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 249,146,788 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/541,541,542.cpd,/p16118coll10/image/542.cpd,533,534.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/541/type/compoundobject/show/533/cpdtype/document/filename/534.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/541/type/compoundobject/show/533/cpdtype/document/filename/534.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 9, May 4, 1928",The Jewish Transcript,spl_jt_3018328_05_09,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,05/04/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,9,5009,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 244,618,696 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/550,550,551.cpd,/p16118coll10/image/551.cpd,542,543.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/550/type/compoundobject/show/542/cpdtype/document/filename/543.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/550/type/compoundobject/show/542/cpdtype/document/filename/543.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 10, May 11, 1928",The Jewish Transcript,spl_jt_3018328_05_10,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,05/11/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,10,5010,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 248,191,890 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/559,559,560.cpd,/p16118coll10/image/560.cpd,551,552.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/559/type/compoundobject/show/551/cpdtype/document/filename/552.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/559/type/compoundobject/show/551/cpdtype/document/filename/552.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 11, May 18, 1928",The Jewish Transcript,spl_jt_3018328_05_11,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,05/18/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,11,5011,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 245,261,531 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/568,568,569.cpd,/p16118coll10/image/569.cpd,560,561.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/568/type/compoundobject/show/560/cpdtype/document/filename/561.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/568/type/compoundobject/show/560/cpdtype/document/filename/561.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 12, May 25, 1928",The Jewish Transcript,spl_jt_3018328_05_12,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,05/25/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,12,5012,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 250,483,397 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/577,577,578.cpd,/p16118coll10/image/578.cpd,569,570.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/577/type/compoundobject/show/569/cpdtype/document/filename/570.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/577/type/compoundobject/show/569/cpdtype/document/filename/570.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 13, Jun. 1, 1928",The Jewish Transcript,spl_jt_3018328_05_13,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,06/01/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,13,5013,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 246,662,596 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/586,586,587.cpd,/p16118coll10/image/587.cpd,578,579.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/586/type/compoundobject/show/578/cpdtype/document/filename/579.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/586/type/compoundobject/show/578/cpdtype/document/filename/579.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 14, Jun. 8, 1928",The Jewish Transcript,spl_jt_3018328_05_14,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,06/08/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,14,5014,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 245,723,184 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/595,595,596.cpd,/p16118coll10/image/596.cpd,587,588.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/595/type/compoundobject/show/587/cpdtype/document/filename/588.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/595/type/compoundobject/show/587/cpdtype/document/filename/588.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 15, Jun. 15, 1928",The Jewish Transcript,spl_jt_3018328_05_15,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,06/15/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,15,5015,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 251,448,246 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/604,604,605.cpd,/p16118coll10/image/605.cpd,596,597.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/604/type/compoundobject/show/596/cpdtype/document/filename/597.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/604/type/compoundobject/show/596/cpdtype/document/filename/597.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 16, Jun. 22, 1928",The Jewish Transcript,spl_jt_3018328_05_16,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,06/22/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,16,5016,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 246,351,620 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/613,613,614.cpd,/p16118coll10/image/614.cpd,605,606.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/613/type/compoundobject/show/605/cpdtype/document/filename/606.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/613/type/compoundobject/show/605/cpdtype/document/filename/606.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 17, Jun. 29, 1928",The Jewish Transcript,spl_jt_3018328_05_17,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,06/29/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,17,5017,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 246,667,412 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/622,622,623.cpd,/p16118coll10/image/623.cpd,614,615.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/622/type/compoundobject/show/614/cpdtype/document/filename/615.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/622/type/compoundobject/show/614/cpdtype/document/filename/615.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 18, Jul. 6, 1928",The Jewish Transcript,spl_jt_3018328_05_18,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,07/06/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,18,5018,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 246,915,688 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/631,631,632.cpd,/p16118coll10/image/632.cpd,623,624.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/631/type/compoundobject/show/623/cpdtype/document/filename/624.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/631/type/compoundobject/show/623/cpdtype/document/filename/624.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 19, Jul. 13, 1928",The Jewish Transcript,spl_jt_3018328_05_19,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,07/13/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,19,5019,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 247,280,772 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/640,640,641.cpd,/p16118coll10/image/641.cpd,632,633.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/640/type/compoundobject/show/632/cpdtype/document/filename/633.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/640/type/compoundobject/show/632/cpdtype/document/filename/633.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
"Jewish Transcript, v. 5, no. 20, Jul. 20, 1928",The Jewish Transcript,spl_jt_3018328_05_20,,"Seattle (Wash.)--Newspapers; Jewish Newspapers--Northwest, Pacific; Jewish Newspapers--Washington (State)--Seattle; Jews--Washington (State)--Seattle",Jewish Federation and Council of Greater Seattle,,07/20/1928,1920-1929,Jewish Federation and Council of Greater Seattle,"Seattle, Wash.",5,20,5020,,,21.75 x 16 in,"Master image scanned by Small Town Papers (ArchiveInABox) with Zeutschel Omniscan 11 (ImageGear Version: 15.03) to 300 dpi, 8-bit grayscale, uncompressed TIF. Photoshop used to convert master image to JPEG format. Master file size: 247,585,519 bytes [8 files].",image/jpeg,Jewish Transcript,The Seattle Public Library,"For information about rights and reproduction, visit http://cdm16118.contentdm.oclc.org/cdm/rights",Digitized with permission of copyright owner.,Text,Periodicals,http://seattle.bibliocommons.com/item/show/813942030_the_jewish_transcript,JMD,eng,"Jewish Transcript (Seattle, Wash.)",sn90099710,8,X:\spcOnline\uploadImages\jt_uploadImages\1928,,,10/5/15,10/5/15,http://cdm16118.contentdm.oclc.org:80/cdm/ref/collection/p16118coll10/id/649,649,650.cpd,/p16118coll10/image/650.cpd,641,642.jpg,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/649/type/compoundobject/show/641/cpdtype/document/filename/642.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/fullSize,http://cdm16118.contentdm.oclc.org/utils/getdownloaditem/collection/p16118coll10/id/649/type/compoundobject/show/641/cpdtype/document/filename/642.jpg/width/3407/height/5046/mapsto/image/filesize/1741907/title/p01/size/medium
